# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#gene symbol	HGNC	phenotype	inheritance	omim_number	pmid	inheritance info	comment	Phenotype categories (multiple columns)
SMC3	2468	Cornelia de Lange syndrome 3	AD	610759				
SMCHD1	29090	Bosma arhinia microphthalmia syndrome	AD	603457				
SMCHD1	29090	Fascioscapulohumeral muscular dystrophy 2, digenic		158901			RÃ¸d i panelApp	
SMG9	25763	Heart and brain malformation syndrome	AR	616920				
SMN1	11117	Spinal muscular atrophy-1	AR	253300				
SMN1	11117	Spinal muscular atrophy-2	AR	253550				
SMN1	11117	Spinal muscular atrophy-3	AR	253400				
SMN1	11117	Spinal muscular atrophy-4	AR	271150				
SMO	11119	Curry-Jones syndrome, somatic mosaic		601707				
SMOC1	20318	Microphthalmia with limb anomalies	AR	206920				
SMOC2	20323	Dentin dysplasia, type I, with microdontia and misshapen teeth	AR	125400				
SMPD1	11120	Niemann-Pick disease, type A	AR	257200				
SMPD1	11120	Niemann-Pick disease, type B	AR	607616				
SMPX	11122	Deafness, X-linked 4	XD	300066				
SMS	11123	Smith-Magenis syndrome	AD;IC	182290				
SMS	11123	Mental retardation, X-linked, Snyder-Robinson type	XR	309583				
SNAI2	11094	Piebaldism	AD	172800				
SNAI2	11094	Waardenburg syndrome, type 2D	AR	608890				
SNAP25	11132	?Myasthenic syndrome, congenital, 18	AD	616330				
SNAP29	11133	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	AR	609528				
SNCA	11138	Dementia, Lewy body	AD	127750				
SNCA	11138	Parkinson disease 1	AD	168601				
SNCA	11138	Parkinson disease 4	AD	605543				
SNCB	11140	Dementia, Lewy body	AD	127750				
SNIP1	30587	Psychomotor retardation, epilepsy, and craniofacial dysmorphism	AR	614501				
SNRNP200	30859	Retinitis pigmentosa 33	AD	610359				
SNRPB	11153	Cerebrocostomandibular syndrome	AD	117650				
SNRPE	11161	Hypotrichosis 11	AD	615059				
SNRPN	11164	Prader-Willi syndrome	IC	176270				
SNTA1	11167	Long QT syndrome 12	AD	612955				
SNX10	14974	Osteopetrosis, autosomal recessive 8	AR	615085				
SNX14	14977	Spinocerebellar ataxia, autosomal recessive 20	AR	616354				
SNX3	11174	Microphthalmia syndromic type 8	AD		12471201	GUS	1 pasient med translokasjon med bruddpunkt i genet	
SOBP	29256	Mental retardation, anterior maxillary protrusion, and strabismus	AR	613671				
SOD1	11179	Amyotrophic lateral sclerosis 1	AR;AD	105400				
SOHLH1	27845	Ovarian dysgenesis 5	AR	617690				
SON	11183	ZTTK syndrome	AD	617140				
SOS1	11187	?Fibromatosis, gingival, 1	AD	135300				
SOS1	11187	Noonan syndrome 4	AD	610733				
SOS2	11188	Noonan syndrome 9	AD	616559				
SOST	13771	Craniodiaphyseal dysplasia, autosomal dominant	AD	122860				
SOST	13771	Sclerosteosis 1	AR	269500				
SOST	13771	Van Buchem disease	AR	239100				
SOX10	11190	PCWH syndrome	AD	609136				
SOX10	11190	Waardenburg syndrome, type 2E, with or without neurologic involvement	AD	611584				
SOX10	11190	Waardenburg syndrome, type 4C	AD	613266				
SOX11	11191	Mental retardation, autosomal dominant 27	AD	615866				
SOX17	18122	Vesicoureteral reflux 3	AD	613674				
SOX18	11194	Hypotrichosis-lymphedema-telangiectasia syndrome	AR	607823				
SOX18	11194	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	AD	137940				
SOX2	11195	Microphthalmia, syndromic 3	AD	206900				
SOX2	11195	Optic nerve hypoplasia and abnormalities of the central nervous system	AD	206900				
SOX3	11199	Mental retardation, X-linked, with isolated growth hormone deficiency	X	300123				
SOX3	11199	Panhypopituitarism, X-linked	X	312000				
SOX5	11201	Lamb-Shaffer syndrome	AD	616803				
SOX9	11204	Acampomelic campomelic dysplasia	AD	114290				
SOX9	11204	Campomelic dysplasia	AD	114290				
SOX9	11204	Campomelic dysplasia with autosomal sex reversal	AD	114290				
SP110	5401	Hepatic venoocclusive disease with immunodeficiency	AR	235550				
SP7	17321	?Osteogenesis imperfecta, type XII	AR	613849				
SPAG1	11212	Ciliary dyskinesia, primary, 28	AR	615505				
SPARC	11219	Osteogenesis imperfecta, type XVII	AR	616507				
SPAST	11233	Spastic paraplegia 4, autosomal dominant	AD	182601				
SPATA16	29935	?Spermatogenic failure 6	AR	102530				
SPATA5	18119	Epilepsy, hearing loss, and mental retardation syndrome	AR	616577				
SPATA7	20423	Leber congenital amaurosis 3	AR	604232				
SPATA7	20423	Retinitis pigmentosa, juvenile, autosomal recessive	AR	604232				
SPECC1L	29022	?Facial clefting, oblique, 1	AD	600251				
SPECC1L	29022	Opitz GBBB syndrome, type II	AD	145410				
SPEG	16901	Centronuclear myopathy 5	AR	615959				
SPG11	11226	Amyotrophic lateral sclerosis 5, juvenile	AR	602099				
SPG11	11226	Charcot-Marie-Tooth disease, axonal, type 2X	AR	616668				
SPG11	11226	Spastic paraplegia 11, autosomal recessive	AR	604360				
SPG20	18514	Troyer syndrome	AR	275900				
SPG21	20373	Mast syndrome	AR	248900				
SPG7	11237	Spastic paraplegia 7, autosomal recessive	AR;AD	607259				
SPINK1	11244	Pancreatitis, hereditary	AD	167800				
SPINK1	11244	Tropical calcific pancreatitis	AR;AD	608189				
SPINK5	15464	Netherton syndrome	AR	256500				
SPINT2	11247	Diarrhea 3, secretory sodium, congenital, syndromic	AR	270420				
SPR	11257	Dystonia, dopa-responsive, due to sepiapterin reductase deficiency	AR;AD	612716				
SPRED1	20249	Legius syndrome	AD	611431				
SPRTN	25356	Ruijs-Aalfs syndrome	AR	616200				
SPRY2	11270	{?IgA nephropathy, susceptibility to, 3}	AD	616818				
SPRY4	15533	Hypogonadotropic hypogonadism 17 with or without anosmia	AD	615266				
SPTA1	11272	Elliptocytosis-2	AD	130600				
SPTA1	11272	Pyropoikilocytosis	AR	266140				
SPTA1	11272	Spherocytosis, type 3	AR	270970				
SPTAN1	11273	Epileptic encephalopathy, early infantile, 5	AD	613477				
SPTB	11274	Anemia, neonatal hemolytic, fatal and near-fatal	AR					
SPTB	11274	Elliptocytosis-3	AR;AD					
SPTB	11274	Spherocytosis, type 2	AD	616649				
SPTBN2	11276	Spinocerebellar ataxia 5	AD	600224				
SPTBN2	11276	Spinocerebellar ataxia, autosomal recessive 14	AR	615386				
SPTBN4	14896	?Myopathy, congenital, with neuropathy and deafness	AR	617519				
SPTLC1	11277	Neuropathy, hereditary sensory and autonomic, type IA	AD	162400				
SPTLC2	11278	Neuropathy, hereditary sensory and autonomic, type IC	AD	613640				
SQSTM1	11280	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3	AD	616437				
SQSTM1	11280	Myopathy, distal, with rimmed vacuoles	AD	617158				
SQSTM1	11280	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	AR	617145				
SQSTM1	11280	Paget disease of bone 3	AD	167250				
SRC	11283	?Thrombocytopenia 6	AD	616937				
SRCAP	16974	Floating-Harbor syndrome	AD	136140				
SRD5A3	25812	Congenital disorder of glycosylation, type Iq	AR	612379				
SRD5A3	25812	Kahrizi syndrome	AR	612713				
SRGAP3	19744	Mental retardation	AD		24300292	GUS	2 pasienter	
SRP54	11301	Shwachman-Diamond syndrome	AD		28972538			
SRP72	11303	Bone marrow failure syndrome 1	AD	614675				
SRY	11311	46XX sex reversal 1	Y	400045				
SRY	11311	46XY sex reversal 1	Y	400044				
SSR4	11326	Congenital disorder of glycosylation, type Iy	XR	300934				
ST14	11344	Ichthyosis, congenital, autosomal recessive 11	AR	602400				
ST3GAL3	10866	?Epileptic encephalopathy, early infantile, 15	AR	615006				
ST3GAL3	10866	Mental retardation, autosomal recessive 12	AR	611090				
ST3GAL5	10872	Salt and pepper developmental regression syndrome 	AR	609056				
STAC3	28423	Native American myopathy	AR	255995				
STAG1	11354	Mental retardation, autosomal dominant 47	AD	617635				
STAG3	11356	Premature ovarian failure 8	AR	615723				
STAMBP	16950	Microcephaly-capillary malformation syndrome	AR	614261				
STAR	11359	Lipoid adrenal hyperplasia	AR	201710				
STAR	11359	STAR syndrome	XD	300707				
STAT1	11362	Immunodeficiency 31A, mycobacteriosis, autosomal dominant	AD	614892				
STAT1	11362	Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive	AR	613796				
STAT1	11362	Immunodeficiency 31C, autosomal dominant	AD	614162				
STAT2	11363	Immunodeficiency 44	AR	616636				
STAT3	11364	Autoimmune disease, multisystem, infantile-onset, 1	AD	615952				
STAT3	11364	Hyper-IgE recurrent infection syndrome	AD	147060				
STAT5B	11367	Growth hormone insensitivity with immunodeficiency	AR	245590				
STAT5B	11367	Leukemia, acute promyelocytic, somatic		102578				
STEAP3	24592	?Anemia, hypochromic microcytic, with iron overload 2	AD	615234				
STIL	10879	Microcephaly 7, primary, autosomal recessive	AR	612703				
STIM1	11386	Immunodeficiency 10	AR	612783				
STIM1	11386	Myopathy, tubular aggregate, 1	AD	160565				
STIM1	11386	Stormorken syndrome	AD	185070				
STK11	11389	Melanoma, malignant, somatic						
STK11	11389	Pancreatic cancer	SMu;AD	260350				
STK11	11389	Peutz-Jeghers syndrome	AD	175200				
STK11	11389	Testicular tumor, somatic		273300				
STK4	11408	T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations		614868				
STRA6	30650	Microphthalmia, isolated, with coloboma 8	AR	601186				
STRA6	30650	Microphthalmia, syndromic 9	AR	601186				
STRADA	30172	Polyhydramnios, megalencephaly, and symptomatic epilepsy	AR	611087				
STRC	16035	Deafness, autosomal recessive 16	AR	603720				
STS	11425	Ichthyosis, X-linked	XR	308100				
STT3A	6172	?Congenital disorder of glycosylation, type Iw	AR	615596				
STT3B	30611	?Congenital disorder of glycosylation, type Ix	AR	615597				
STUB1	11427	Spinocerebellar ataxia, autosomal recessive 16	AR	615768				
STX11	11429	Hemophagocytic lymphohistiocytosis, familial, 4	AR	603552				
STX16	11431	Pseudohypoparathyroidism, type IB	AD	603233				
STX1B	18539	Generalized epilepsy with febrile seizures plus, type 9	AD	616172				
STX3	11438	Microvillus inclusion disease	AR		26830108	GUS	2 pasienter med homozygot LOF	
STXBP1	11444	Epileptic encephalopathy, early infantile, 4	AD	612164				
STXBP2	11445	Hemophagocytic lymphohistiocytosis, familial, 5		613101				
STXBP5L	30757	Infantile-onset neurodegenerative disorder	AR		25504045	GUS	1 familie, noe funksjonell stÃ¸tte	
SUCLA2	11448	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)	AR	612073				
SUCLG1	11449	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	AR	245400				
SUFU	16466	Basal cell nevus syndrome	AD	109400				
SUFU	16466	Joubert syndrome 32	AR	617757				
SUFU	16466	Medulloblastoma, desmoplastic	AR;AD	155255				
SUGCT	16001	Glutaric aciduria III 	AR	231690				
SULT2B1	11459	Ichthyosis, congenital, autosomal recessive 14	AR	617571				
SUMF1	20376	Multiple sulfatase deficiency	AR	272200				
SUMO1	12502	?Orofacial cleft 10	IC	613705				
SUN5	16252	Spermatogenic failure 16	AR	617187				
SUOX	11460	Sulfite oxidase deficiency	AR	272300				
SURF1	11474	Charcot-Marie-Tooth disease, type 4K	AR	616684				
SURF1	11474	Leigh syndrome, due to COX IV deficiency	M;AR	256000				
SUV420H1	24283	Mental retardation, autosomal dominant 51	AD	617788				
SYCE1	28852	?Premature ovarian failure 12	AR	616947				
SYCE1	28852	?Spermatogenic failure 15	AR	616950				
SYCP3	18130	Pregnancy loss, recurrent, 4	AD	270960				
SYCP3	18130	Spermatogenic failure 4	AD	270960				
SYN1	11494	Epilepsy, X-linked, with variable learning disabilities and behavior disorders	XR;XD	300491				
SYNE1	17089	Emery-Dreifuss muscular dystrophy 4, autosomal dominant	AD	612998				
SYNE1	17089	Spinocerebellar ataxia, autosomal recessive 8	AR	610743				
SYNE2	17084	Emery-Dreifuss muscular dystrophy 5, autosomal dominant	AD	612999				
SYNE4	26703	Deafness, autosomal recessive 76	AR	615540				
SYNGAP1	11497	Mental retardation, autosomal dominant 5	AD	612621				
SYNJ1	11503	Epileptic encephalopathy, early infantile, 53	AR	617389				
SYNJ1	11503	Parkinson disease 20, early-onset	AR	615530				
SYP	11506	Mental retardation, X-linked 96	XD	300802				
SYT1	11509	Mental retardation with neurodevelopmental disorder	AD		25705886		De novo i 2 pasient, antatt dominant negative	
SYT14	23143	Spinocerebellar ataxia, autosomal recessive 11	AR	614229				
SYT2	11510	Myasthenic syndrome, congenital, 7, presynaptic	AD	616040				
SZT2	29040	Epileptic encephalopathy, early infantile, 18	AR	615476				
T	11515	Sacral agenesis with vertebral anomalies	AR	615709				
TAB2	17075	Congenital heart defects, nonsyndromic, 2	AD	614980				
TAC3	11521	Hypogonadotropic hypogonadism 10 with or without anosmia	AR	614839				
TACO1	24316	Mitochondrial complex IV deficiency	M;AR	220110				
TACR3	11528	Hypogonadotropic hypogonadism 11 with or without anosmia	AR	614840				
TACSTD2	11530	Corneal dystrophy, gelatinous drop-like	AR	204870				
TAF1	11535	Dystonia-Parkinsonism, X-linked	XR	314250				
TAF1	11535	Mental retardation, X-linked, syndromic 33	XR	300966				
TAF13	11546	Mental retardation, autosomal recessive 60	AR	617432				
TAF2	11536	Mental retardation, autosomal recessive 40	AR	615599				
TAF4B	11538	?Spermatogenic failure 13	AR	615841				
TAF6	11540	Alazami-Yuan syndrome	AR	617126				
TALDO1	11559	Transaldolase deficiency	AR	606003				
TANGO2	25439	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration	AR	616878				
TAP1	43	Bare lymphocyte syndrome, type I	AR	604571				
TAP2	44	Bare lymphocyte syndrome, type I, due to TAP2 deficiency	AR	604571				
TAP2	44	Wegener-like granulomatosis						
TAPBP	11566	Bare lymphocyte syndrome, type I	AR	604571				
TAPT1	26887	Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type	AR	616897				
TARDBP	11571	Amyotrophic lateral sclerosis 10, with or without FTD	AD	612069				
TARDBP	11571	Frontotemporal lobar degeneration, TARDBP-related	AD	612069				
TARS2	30740	?Combined oxidative phosphorylation deficiency 21	AR	615918				
TAT	11573	Tyrosinemia, type II	AR	276600				
TAZ	11577	Barth syndrome	XR	302060				
TBC1D20	16133	Warburg micro syndrome 4	AR	615663				
TBC1D23	25622	Pontocerebellar hypoplasia, type 11	AR	617695				
TBC1D24	29203	Deafness , autosomal recessive 86	AR	614617				
TBC1D24	29203	Deafness, autosomal dominant 65	AD	616044				
TBC1D24	29203	DOORS syndrome	AR	220500				
TBC1D24	29203	Epileptic encephalopathy, early infantile, 16	AR	615338				
TBC1D24	29203	Myoclonic epilepsy, infantile, familial	AR	605021				
TBC1D7	21066	Macrocephaly/megalencephaly syndrome, autosomal recessive	AR	248000				
TBCD	11581	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum	AR	617193				
TBCE	11582	Encephalopathy, progressive, with amyotrophy and optic atrophy	AR	617207				
TBCE	11582	Hypoparathyroidism-retardation-dysmorphism syndrome	AR	241410				
TBCE	11582	Kenny-Caffey syndrome, type 1	AR	244460				
TBK1	11584	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4	AD	616439				
TBL1XR1	29529	Mental retardation, autosomal dominant 41	AD	616944				
TBL1XR1	29529	Pierpont syndrome	AD	602342				
TBP	11588	Spinocerebellar ataxia 17	AD	607136				
TBR1	11590	Autism spectrum disorders	AD		23160955			
TBX1	11592	Conotruncal anomaly face syndrome		217095				
TBX1	11592	DiGeorge syndrome	AD	188400				
TBX1	11592	Tetralogy of Fallot	AD	187500				
TBX1	11592	Velocardiofacial syndrome	AD	192430				
TBX15	11594	Cousin syndrome	AR	260660				
TBX18	11595	Congenital anomalies of kidney and urinary tract 2	AD	143400				
TBX19	11596	Adrenocorticotropic hormone deficiency	AR	201400				
TBX20	11598	Atrial septal defect 4		611363				
TBX22	11600	?Abruzzo-Erickson syndrome	X	302905				
TBX22	11600	Cleft palate with ankyloglossia	X	303400				
TBX3	11602	Ulnar-mammary syndrome	AD	181450				
TBX4	11603	Ischiocoxopodopatellar syndrome	AD	147891				
TBX5	11604	Holt-Oram syndrome	AD	142900				
TBX6	11605	Spondylocostal dysostosis 5	AR;AD	122600				
TBXA2R	11608	{Bleeding disorder, platelet-type, 13, susceptibility to}	AD	614009				
TBXAS1	11609	?Thromboxane synthase deficiency	AD	614158				
TBXAS1	11609	Ghosal hematodiaphyseal syndrome	AR	231095				
TCAP	11610	Cardiomyopathy, hypertrophic, 25	AD	607487				
TCAP	11610	Muscular dystrophy, limb-girdle, type 2G	AR	601954				
TCF12	11623	Craniosynostosis 3	AD	615314				
TCF20	11631	Autism spectrum disorders	AD		25228304			
TCF3	11633	Agammaglobulinemia 8, autosomal dominant	AD	616941				
TCF4	11634	Corneal dystrophy, Fuchs endothelial, 3	AD	613267				
TCF4	11634	Pitt-Hopkins syndrome	AD	610954				
TCHH	11791	?Uncombable hair syndrome 3	AR	617252				
TCIRG1	11647	Osteopetrosis, autosomal recessive 1	AR	259700				
TCN2	11653	Transcobalamin II deficiency	AR	275350				
TCTEX1D2	28482	Short-rib thoracic dysplasia 17 with or without polydactyly	AR	617405				
TCTN1	26113	Joubert syndrome 13 	AR	614173				
TCTN2	25774	?Meckel syndrome 8	AR	613885				
TCTN2	25774	Joubert syndrome 24	AR	616654				
TCTN3	24519	Joubert syndrome 18	AR	614815				
TCTN3	24519	Orofaciodigital syndrome IV	AR	258860				
TDP1	18884	Spinocerebellar ataxia, autosomal recessive with axonal neuropathy	AR	607250				
TDP2	17768	Spinocerebellar ataxia, autosomal recessive 23	AR	616949				
TDRD7	30831	Cataract 36	AR	613887				
TEAD1	11714	Sveinsson chorioretinal atrophy	AD	108985				
TECPR2	19957	Spastic paraplegia 49, autosomal recessive	AR	615031				
TECR	4551	Mental retardation, autosomal recessive 14	AR	614020				
TECRL	27365	Ventricular tachycardia, catecholaminergic polymorphic, 3	AR	614021				
TECTA	11720	Deafness, autosomal dominant 8/12	AD	601543				
TECTA	11720	Deafness, autosomal recessive 21	AR	603629				
TEK	11724	Glaucoma 3, primary congenital, E	AD	617272				
TEK	11724	Venous malformations, multiple cutaneous and mucosal	AD	600195				
TELO2	29099	You-Hoover-Fong syndrome	AR	616954				
TENM3	29944	Microphthalmia, isolated, with coloboma 9	AR	615145				
TENM4	29945	Essential tremor, hereditary, 5	AD	616736				
TERT	11730	{Dyskeratosis congenita, autosomal dominant 2}	AD	613989				
TERT	11730	{Dyskeratosis congenita, autosomal recessive 4}	AR	613989				
TERT	11730	{Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1}	AD	614742				
TEX11	11733	Spermatogenic failure, X-linked, 2	XR	309120				
TEX14	11737	?Spermatogenic failure 23	AR	617707				
TF	11740	Atransferrinemia	AR	209300				
TFAM	11741	?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	AR	617156				
TFAP2A	11742	Branchiooculofacial syndrome	AD	113620				
TFAP2B	11743	Char syndrome	AD	169100				
TFAP2B	11743	Patent ductus arteriosus 2	AD	617035				
TFG	11758	?Spastic paraplegia 57, autosomal recessive	AR	615658				
TFG	11758	Hereditary motor and sensory neuropathy, Okinawa type	AD	604484				
TFR2	11762	Hemochromatosis, type 3	AR	604250				
TFRC	11763	Immunodeficiency 46	AR	616740				
TG	11764	Thyroid dyshormonogenesis 3	AR	274700				
TGDS	20324	Catel-Manzke syndrome	AR	616145				
TGFB1	11766	Camurati-Engelmann disease	AD	131300				
TGFB2	11768	Loeys-Dietz syndrome 4	AD	614816				
TGFB3	11769	Arrhythmogenic right ventricular dysplasia 1	AD	107970				
TGFB3	11769	Loeys-Dietz syndrome 5	AD	615582				
TGFBI	11771	Corneal dystrophy, Avellino type	AD	607541				
TGFBI	11771	Corneal dystrophy, epithelial basement membrane	AD	121820				
TGFBI	11771	Corneal dystrophy, Groenouw type I	AD	121900				
TGFBI	11771	Corneal dystrophy, lattice type I	AD	122200				
TGFBI	11771	Corneal dystrophy, lattice type IIIA	AD	608471				
TGFBI	11771	Corneal dystrophy, Reis-Bucklers type		608470				
TGFBI	11771	Corneal dystrophy, Thiel-Behnke type	AD	602082				
TGFBR1	11772	Loeys-Dietz syndrome 1	AD	609192				
TGFBR2	11773	Colorectal cancer, hereditary nonpolyposis, type 6		614331				
TGFBR2	11773	Loeys-Dietz syndrome 2	AD	610168				
TGIF1	11776	Holoprosencephaly 4	AD	142946				
TGM1	11777	Ichthyosis, congenital, autosomal recessive 1	AR	242300				
